Percent admitted,Admissions yield,Tuition and fees,Control of institution,Degree of urbanization,Total enrollment,Undergraduate enrollment,Graduate enrollment,Asian proportion,Black proportion,Hispanic/Latino proportion,Whie proportion,Student-to-faculty ratio,Full-time retention rate,Undergraduates in state,Undergraduates out of state,Undergraduates foreign,Graduation rate,Average professor salary,Total FTE staff,Total library expenditures per FTE,Total dormitory capacity,Books and supplies 2017-18,Full-time enrollment,Part-time enrollment
28,23,6730,Public,City: Large,37622,31566,6056,21,4,40,19,23,88,4013,37,88,69,105440,3099,241,2745,1948,30980,6642
46,20,6639,Public,City: Large,28531,24818,3713,14,4,63,7,25,79,3494,26,36,47,104689,2116,267,1014,1948,23319,5212
58,30,6875,Public,City: Large,41319,35839,5480,10,5,45,22,26,80,5073,68,86,51,101382,3024,332,3260,1948,32005,9314
68,22,7204,Public,City: Large,31255,28454,2801,20,6,30,27,26,83,3521,49,21,48,97893,2436,259,2129,1854,25079,6176
17,44,14170,Public,City: Midsize,41891,30574,11317,29,2,14,29,18,97,4428,1165,781,91,188233,10416,1727,8860,891,38952,2939
43,19,14419,Public,Suburb: Small,37380,30066,7314,26,2,19,29,20,93,4285,270,1306,85,158357,11729,739,7199,1253,36047,1333
37,21,13738,Public,City: Large,35242,29307,5935,32,2,24,17,18,94,5185,135,1225,85,171037,7474,780,13971,1357,34452,790
16,37,13261,Public,City: Large,44027,31002,13025,25,3,19,29,18,97,4419,903,715,91,201328,20300,1560,18313,1171,42454,1573
57,18,13917,Public,City: Large,23279,20073,3206,31,4,36,15,22,89,4476,33,87,75,158758,4044,756,6597,1316,22733,546
34,19,14018,Public,City: Large,35772,28587,7185,30,2,16,21,19,94,4392,350,954,85,168331,13007,890,13618,1198,34566,1206
,,,Public,City: Large,3107,0,3107,34,5,13,34,,,,,,,133081,11013,3538,1471,,3058,49
33,17,14451,Public,Suburb: Midsize,25057,22186,2871,17,2,25,33,18,93,3748,253,535,81,175596,4557,789,10135,1143,24465,592
51,15,14020,Public,City: Small,19457,17577,1880,21,2,27,32,19,91,3328,177,348,77,159070,3250,648,9338,1152,18892,565
,,,Private for-profit,City: Small,345,11,334,0,2,2,12,11,,,,,,,43,727,,,253,92
,,,Private for-profit,City: Midsize,98,98,0,2,2,55,34,27,87,,,,67,,5,,,,61,37
100,100,9330,Private not-for-profit,City: Large,16,16,0,0,19,44,31,3,0,3,0,0,100,,7,,4,700,7,9
,,,Private for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Suburb: Large,206,206,0,9,17,48,21,14,93,,,,72,,23,,,,206,0
24,43,47446,Private not-for-profit,Suburb: Large,1498,984,514,9,4,13,41,8,90,98,89,0,67,,433,736,423,2590,1461,37
66,29,7056,Public,City: Midsize,1090,1050,40,9,2,20,47,13,75,184,38,1,64,110319,289,540,738,1200,1007,83
,,,Private not-for-profit,City: Large,761,0,761,5,5,14,44,,,,,,,104076,175,2979,,,524,237
,,1360,Public,Suburb: Large,6152,6152,0,13,3,46,24,26,66,559,1,137,26,,235,219,,1791,999,5153
,,1154,Public,Suburb: Large,20008,20008,0,10,5,47,31,26,75,2387,0,66,36,93627,770,71,,1854,6438,13570
,,,Private for-profit,Suburb: Large,139,139,0,10,4,35,48,15,78,,,,88,,15,,,,105,34
84,20,,Private not-for-profit,City: Large,215,215,0,17,4,35,43,13,100,,,,37,,27,,,,215,0
,,,Private not-for-profit,City: Large,201,201,0,25,9,53,11,32,74,,,,71,,15,,,,200,1
,,,Private not-for-profit,City: Large,242,242,0,6,2,85,4,23,91,,,,81,,81,,,,242,0
,,,Private not-for-profit,City: Small,222,222,0,0,0,98,1,18,86,,,,89,,25,,,,222,0
,,,Private not-for-profit,Suburb: Large,173,173,0,0,12,62,20,19,78,,,,84,,14,,,,173,0
,,,Private not-for-profit,City: Small,78,78,0,0,0,96,3,18,76,,,,71,,10,,,,78,0
,,,Private not-for-profit,City: Midsize,74,74,0,0,0,99,1,28,75,,,,59,,7,,,,74,0
,,1346,Public,Suburb: Large,17218,17218,0,8,1,74,1,26,76,3674,0,22,24,,837,154,,1854,7145,10073
,,1290,Public,Rural: Fringe,5725,5725,0,4,6,37,43,31,57,701,5,0,18,,176,168,,1854,848,4877
,,1138,Public,City: Midsize,13670,13670,0,23,11,40,15,25,73,1953,4,53,33,,471,170,,1854,3865,9805
,,1170,Public,Suburb: Large,22508,22508,0,6,8,66,15,24,68,3595,0,1,23,,864,115,,1854,5992,16516
57,22,50594,Private not-for-profit,City: Midsize,9392,7020,2372,13,2,15,50,14,91,1021,569,100,79,139959,1542,672,1958,1560,8292,1100
90,29,13972,Private not-for-profit,Suburb: Large,543,139,404,23,30,28,7,10,,17,1,0,25,99300,327,2499,,1850,493,50
58,11,34100,Private not-for-profit,City: Large,4249,1853,2396,7,6,20,52,17,75,220,96,12,65,76645,494,135,936,1800,3362,887
62,27,30438,Private not-for-profit,Suburb: Large,680,658,22,3,12,29,39,12,77,55,9,5,57,68503,107,636,184,1854,521,159
,,,Private not-for-profit,City: Midsize,86,0,86,1,3,3,85,,,,,,,76204,29,3152,65,,35,51
,,1183,Public,Suburb: Large,13263,13263,0,8,4,64,16,30,69,1956,3,132,38,,573,138,,1791,5334,7929
,,,Private for-profit,Suburb: Large,92,92,0,3,2,16,68,9,74,20,0,0,89,,13,,,,92,0
,,1598,Public,City: Large,26299,26299,0,35,7,26,22,24,72,3806,39,265,32,,1575,371,,1854,7084,19215
,,,Private not-for-profit,Suburb: Large,1913,0,1913,10,6,14,34,,,,,,,146363,317,1759,241,,1355,558
10,53,52825,Private not-for-profit,Suburb: Large,1345,1338,7,11,4,15,41,8,97,152,139,61,90,165711,446,1705,1289,1200,1344,1
,,,Private for-profit,City: Midsize,286,286,0,2,3,81,9,16,72,,,,76,,30,,,,286,0
,,,Public,Suburb: Large,792,792,0,18,5,41,15,45,51,,,,50,,30,,,,395,397
,,,Public,City: Midsize,,,,,,,,,,,,,,,121,,,,,
,,1148,Public,City: Small,11172,11172,0,20,11,30,31,35,52,1004,12,29,19,,329,,,1854,1399,9773
64,49,19648,Private for-profit,City: Large,608,608,0,22,5,20,35,11,75,,,,37,71850,94,,250,1854,436,172
,,20725,Private not-for-profit,City: Large,259,222,37,14,10,19,34,8,50,,,,48,,81,,,1000,257,2
,,,Private for-profit,City: Large,61,61,0,0,5,49,38,10,90,,,,58,,11,,,,61,0
,,,Private not-for-profit,Suburb: Large,3847,0,3847,31,3,13,36,,,,,,,120879,1054,757,,,3765,82
,,1162,Public,Rural: Fringe,2545,2545,0,1,3,19,73,20,56,428,0,0,23,,164,319,,1764,637,1908
50,36,24495,Private not-for-profit,City: Large,453,453,0,5,12,19,48,10,86,,,,50,,84,235,,1854,425,28
,,1142,Public,Suburb: Large,7422,7422,0,5,25,63,3,24,61,749,0,26,18,,316,179,,1848,1579,5843
,,,Public,Suburb: Large,,,,,,,,,,,,,,,78,,,,,
,,1312,Public,Suburb: Large,6727,6727,0,19,18,44,11,23,67,569,0,28,25,,279,182,,1854,1768,4959
,,1104,Public,City: Large,14120,14120,0,28,11,27,23,27,74,2160,0,32,24,,470,142,,1854,3466,10654
,,1143,Public,Rural: Fringe,6251,6251,0,6,4,49,35,26,72,900,0,54,29,,291,173,,1854,2063,4188
,,1338,Public,Suburb: Small,10836,10836,0,3,2,33,54,26,67,1147,27,13,33,,529,170,,1854,3372,7464
,,1386,Public,Suburb: Large,9424,9424,0,6,6,33,47,27,72,,,,26,,347,194,,1700,2362,7062
,,1142,Public,Suburb: Large,15673,15673,0,23,4,48,16,24,,,,,36,,542,145,,1746,5260,10413
,,1552,Public,City: Small,20674,20674,0,36,3,27,19,28,80,2598,0,552,62,,746,116,,1854,9827,10847
,,,Private for-profit,Suburb: Large,159,159,0,1,5,64,26,13,88,,,,59,,18,,,,159,0
,,13350,Private not-for-profit,Rural: Fringe,47,19,28,0,2,0,60,5,,,,,,,14,,,107,47,0
,,1335,Public,Suburb: Large,11146,11146,0,3,3,72,17,28,73,2097,21,34,26,,560,121,,1854,4381,6765
50,43,22510,Private for-profit,City: Large,126,126,0,10,7,17,56,8,75,3,0,0,50,,23,,,1014,80,46
,,1312,Public,Suburb: Large,19775,19775,0,17,5,25,36,26,78,2054,0,314,45,,656,107,,1854,7377,12398
88,15,44690,Private not-for-profit,City: Small,1744,1302,442,23,5,19,37,9,86,,,,72,94887,387,853,620,1854,1398,346
,,,Private not-for-profit,City: Midsize,61,0,61,18,2,5,61,,,,,,,27961,22,4143,,,37,24
,,1220,Public,City: Small,34578,34578,0,8,3,67,5,30,73,4081,0,277,31,,941,118,,1854,8009,26569
,,1142,Public,Suburb: Large,24349,24349,0,13,14,53,13,28,78,3748,0,221,32,,1019,119,,1848,7834,16515
,,,Private for-profit,City: Large,354,354,0,2,10,54,22,22,79,,,,68,,28,,,,354,0
,,,Private for-profit,City: Small,189,0,189,9,1,1,8,,,,,,,,40,,,,99,90
,,,Private for-profit,City: Midsize,433,333,100,2,3,37,45,14,,150,0,0,58,,61,,,,391,42
,,1356,Public,City: Large,9575,9575,0,38,2,44,6,29,74,1323,2,47,32,,329,192,,1854,2784,6791
39,61,32293,Private for-profit,City: Large,2384,2367,17,9,6,21,34,13,92,182,152,38,73,,459,443,,2501,2130,254
37,60,32293,Private for-profit,City: Large,279,279,0,17,6,23,37,13,92,39,3,2,73,,57,1682,,2501,229,50
57,68,32293,Private for-profit,City: Large,71,71,0,15,1,30,32,12,87,48,1,0,73,,29,3968,,2501,67,4
,,1461,Public,Rural: Fringe,2151,2151,0,6,11,30,43,18,88,,,,35,,134,164,245,1854,545,1606
,,,Private for-profit,Suburb: Large,253,253,0,9,7,38,38,13,82,,,,71,,41,,,,167,86
,,,Private not-for-profit,City: Small,957,0,957,4,14,12,50,,,,,,,,171,352,,,815,142
,,,Private for-profit,Suburb: Midsize,305,0,305,46,1,3,35,,,,,,,36000,59,,,,261,44
,,,Private for-profit,City: Midsize,4,4,0,0,25,50,25,20,20,,,,,,9,,,,3,1
,,,Private for-profit,Suburb: Large,27,27,0,30,15,19,15,20,100,,,,100,,7,,,,27,0
,,1554,Public,Suburb: Large,15697,15697,0,25,3,27,31,24,,1598,0,323,56,,517,134,,1854,4578,11119
,,,Private not-for-profit,Suburb: Large,44,0,44,5,5,30,48,,,,,,,64252,11,,,,22,22
,,,Private for-profit,Town: Remote,61,61,0,5,2,20,56,20,81,19,0,0,69,,5,,,,61,0
,,1304,Public,City: Large,22771,22771,0,13,6,58,20,27,65,3533,0,42,18,,922,126,,1000,7794,14977
72,45,30458,Private not-for-profit,City: Large,4105,2803,1302,5,4,45,34,12,79,,,,65,72650,642,221,565,1854,2852,1253
,,,Public,Suburb: Large,,,,,,,,,,,,,,,212,,,,,
,,,Private not-for-profit,City: Midsize,2463,0,2463,13,6,6,46,,,,,,,74338,402,997,396,,685,1778
,,1138,Public,Suburb: Large,24124,24124,0,14,3,55,19,26,74,3517,36,0,29,,847,156,,1746,8403,15721
,,1166,Public,Suburb: Small,5995,5995,0,6,2,57,29,16,72,,,,29,,304,252,,1854,1871,4124
,,,Private not-for-profit,City: Midsize,203,203,0,20,0,2,32,11,,,,,90,,129,,,,203,0
,,1175,Public,City: Midsize,14598,14598,0,8,2,32,48,26,76,1841,0,176,29,,755,184,,1854,6634,7964
,,,Private for-profit,City: Midsize,507,507,0,17,5,53,20,18,71,,,,66,,37,,,,507,0
,,16095,Private not-for-profit,City: Large,2592,429,2163,15,7,11,28,14,,,,,,101271,379,600,,1920,1035,1557
,,1178,Public,Suburb: Large,11610,11610,0,26,2,34,29,27,66,1865,21,119,34,,473,323,,1854,3636,7974
,,,Private not-for-profit,City: Midsize,192,0,192,9,5,6,38,,,,,,,90102,48,7726,,,178,14
,,,Public,Suburb: Large,,,,,,,,,,,,,,,108,,,,,
,,1386,Public,Suburb: Large,18288,18288,0,8,6,35,40,24,70,,,,27,,698,116,,1700,6191,12097
,,,Private for-profit,City: Large,61,61,0,2,26,52,18,20,82,,,,65,,6,,,,61,0
,,1420,Public,City: Midsize,12072,12072,0,5,2,65,21,35,77,2341,0,7,31,,419,180,,1854,3337,8735
15,36,54636,Private not-for-profit,Suburb: Large,861,861,0,17,4,17,33,8,98,76,121,27,96,144588,312,1808,862,800,844,17
,,,Private for-profit,Suburb: Large,110,110,0,17,8,69,1,15,50,,,,75,,13,,,,27,83
53,12,38188,Private not-for-profit,City: Large,884,591,293,10,21,37,23,8,82,,,,43,92782,201,718,440,1854,644,240
,,,Private for-profit,Rural: Fringe,852,0,852,2,3,12,63,,,,,,,62885,185,775,100,,561,291
82,13,7493,Public,Town: Remote,8525,7862,663,3,3,33,43,21,68,1146,61,3,47,102359,1027,539,2072,1726,7715,810
,,14004,Private not-for-profit,City: Large,421,324,97,14,10,41,25,12,100,,,,41,69891,114,307,,1854,273,148
,,1142,Public,Rural: Fringe,8449,8449,0,1,2,91,4,32,76,1475,0,2,27,,376,101,,1746,4054,4395
,,,Private for-profit,City: Midsize,587,587,0,12,6,58,13,23,78,,,,79,,41,,,,587,0
,,18250,Private for-profit,City: Small,208,208,0,13,2,11,70,13,,,,,,63730,15,,,1510,63,145
,,,Private for-profit,City: Small,222,222,0,10,8,25,50,12,74,,,,71,,34,,,,222,0
,,1142,Public,City: Large,13395,13395,0,27,2,25,34,29,77,1982,0,360,45,,505,107,,1854,4793,8602
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,City: Midsize,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Suburb: Large,155,155,0,3,13,40,30,13,82,33,2,0,85,,19,,,,155,0
,,,Private not-for-profit,Suburb: Large,815,96,719,8,11,14,44,10,,,,,,55502,260,918,,,418,397
83,29,30938,Private not-for-profit,City: Large,153,67,86,1,3,2,16,7,50,,,,29,72746,129,2147,100,1854,145,8
,,1304,Public,Town: Distant,10562,10562,0,5,2,72,17,24,66,,,,24,,449,144,140,1000,3407,7155
97,60,14884,Private not-for-profit,Suburb: Large,581,520,61,3,5,32,45,13,61,,,,48,71753,70,522,305,1854,482,99
,,18742,Private for-profit,City: Large,846,846,0,7,12,39,30,18,52,,,,47,,86,114,44,1500,664,182
48,16,41450,Private not-for-profit,Suburb: Large,8159,5168,2991,5,6,46,20,15,79,,,,66,103544,879,562,837,1854,5314,2845
33,35,29800,Private not-for-profit,Rural: Fringe,688,636,52,18,2,18,50,12,85,,,,52,86284,156,433,56,1792,594,94
,,1224,Public,Rural: Fringe,2108,2108,0,6,5,29,51,13,42,247,19,9,29,,165,168,,1854,599,1509
,,,Private for-profit,Suburb: Large,117,117,0,3,21,48,27,18,88,19,0,0,74,,11,,,,117,0
,,1230,Public,City: Large,10891,10891,0,31,21,23,14,24,62,,,,25,,356,252,,1854,1851,9040
,,1127,Public,Rural: Fringe,2484,2484,0,3,17,29,40,21,45,702,0,20,24,,154,121,108,1854,611,1873
,,,Private not-for-profit,City: Midsize,620,0,620,17,2,9,49,,,,,,,66984,150,994,,,567,53
,,,Private for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,10830,Private not-for-profit,City: Large,659,107,552,2,2,1,4,18,75,,,,83,46618,44,,,850,621,38
,,15600,Private not-for-profit,Suburb: Large,206,51,155,17,17,11,41,7,75,1,0,0,,35726,32,514,22,1854,79,127
48,21,32130,Private not-for-profit,City: Large,2449,2029,420,14,8,44,16,13,75,,,,47,85219,361,714,850,1854,2042,407
,,,Private not-for-profit,Suburb: Large,4417,1183,3234,27,6,21,32,3,,,,,,96380,1541,1211,510,,3636,781
,,1188,Public,City: Large,24658,24658,0,10,11,59,13,28,71,4139,0,45,19,,1122,135,,1854,9461,15197
,,8244,Private not-for-profit,Suburb: Large,1096,591,505,20,5,19,37,12,,,,,,74612,169,453,,0,626,470
,,,Public,City: Large,,,,,,,,,,,,,,,252,,,,,
,,1220,Public,City: Large,8861,8861,0,10,10,59,10,25,72,1233,0,54,23,,334,126,,1854,2692,6169
,,1220,Public,City: Large,17655,17655,0,9,5,49,25,25,73,3204,0,176,30,,661,88,,1854,5344,12311
,,1220,Public,Suburb: Large,5848,5848,0,1,46,41,2,19,59,833,0,48,12,,287,195,,1854,1389,4459
,,1220,Public,City: Large,12984,12984,0,3,15,67,4,21,65,1795,0,162,27,,557,101,,1854,2964,10020
,,1220,Public,City: Large,15648,15648,0,6,4,51,27,24,72,2235,0,139,21,,563,150,,1854,4370,11278
66,40,33020,Private not-for-profit,Suburb: Large,1946,1344,602,7,3,11,59,12,85,96,55,2,55,66001,335,685,721,1792,1148,798
,,1220,Public,City: Large,13827,13827,0,11,7,56,15,23,65,1678,0,155,21,,562,196,,1854,3999,9828
,,,Public,City: Large,208,208,0,30,8,36,20,3,,,,,,,51,,,,0,208
,,1220,Public,City: Large,9765,9765,0,4,2,76,10,25,70,1522,0,97,19,,348,174,,1854,2230,7535
,,1312,Public,Suburb: Large,9048,9048,0,10,14,42,25,24,72,1450,0,12,34,,354,127,,1854,2867,6181
,,,Public,City: Small,,,,,,,,,,,,,,,248,,,,,
,,18742,Private for-profit,City: Large,472,472,0,8,8,32,11,12,26,,,,33,,54,172,80,1500,321,151
52,18,46386,Private not-for-profit,City: Large,9618,6391,3227,10,7,23,43,10,91,,,,79,127984,2037,1210,3210,1854,8413,1205
,,,Private for-profit,City: Midsize,217,217,0,2,7,64,25,20,83,,,,70,,49,,,,217,0
,,,Private for-profit,City: Large,70,70,0,0,4,67,26,13,100,,,,86,,7,,,,44,26
,,,Private for-profit,City: Large,69,69,0,4,7,43,33,16,50,,,,64,,7,,,,40,29
100,100,,Private for-profit,Suburb: Large,158,158,0,2,1,18,73,12,86,,,,79,,16,,,,158,0
,,,Private for-profit,City: Large,75,75,0,7,47,31,15,10,82,,,,80,,12,,,,75,0
94,59,,Private for-profit,Suburb: Large,781,781,0,9,8,25,46,21,84,,,,64,,72,177,,,781,0
,,,Private for-profit,Suburb: Large,319,319,0,9,13,35,16,14,64,61,0,0,69,,39,,,,319,0
,,,Private for-profit,City: Large,912,912,0,22,8,33,23,14,88,61,0,0,86,,92,,,,912,0
,,,Private for-profit,Suburb: Large,495,495,0,7,7,48,29,14,87,75,0,0,83,,55,,,,495,0
,,1490,Public,Suburb: Large,5749,5749,0,7,4,31,49,18,72,597,5,0,30,,393,262,,1791,1299,4450
,,35884,Private not-for-profit,Suburb: Large,967,929,38,5,8,41,20,16,63,,,,35,70429,133,273,370,1828,904,63
,,1423,Public,Rural: Fringe,3870,3870,0,2,2,32,55,17,67,290,0,3,22,,221,183,,1854,1039,2831
43,14,41350,Private not-for-profit,Suburb: Large,744,744,0,9,8,24,23,14,76,,,,53,123136,141,583,452,550,728,16
,,1150,Public,City: Small,10912,10912,0,9,3,61,21,27,71,1981,0,39,25,,594,177,,1638,4701,6211
,,1230,Public,City: Large,6952,6952,0,17,24,33,15,22,51,,,,17,,215,257,,1854,908,6044
87,21,46236,Private not-for-profit,City: Large,1310,761,549,9,10,23,44,10,77,129,43,1,69,108220,350,796,794,1514,1078,232
,,1152,Public,Suburb: Large,14617,14617,0,7,3,38,41,26,,2168,0,83,31,,715,270,,1856,5162,9455
,,1185,Public,City: Midsize,7420,7420,0,44,4,28,16,19,67,,,,24,,289,309,,1791,1271,6149
,,,Private for-profit,City: Midsize,40,40,0,0,3,88,8,15,75,,,,52,,5,,,,29,11
,,,Private for-profit,City: Large,623,623,0,11,7,49,19,33,77,76,0,0,74,,46,,,,623,0
,,1162,Public,City: Midsize,17880,17880,0,6,3,51,36,31,,3066,0,11,19,,622,153,,1746,5747,12133
,,,Private for-profit,City: Large,206,206,0,5,54,24,7,21,,,,,63,,19,,,,206,0
,,,Private not-for-profit,Suburb: Midsize,754,13,741,7,3,8,41,1,,,,,,108373,213,577,,,671,83
,,1176,Public,Suburb: Midsize,7816,7816,0,8,3,42,37,23,70,939,0,20,27,,357,258,,1856,2342,5474
,,1388,Public,Suburb: Midsize,14343,14343,0,8,2,34,48,33,71,2571,16,0,38,,456,155,,1791,5818,8525
,,1349,Public,Suburb: Large,29960,29960,0,17,4,63,10,24,79,4418,22,118,32,,1358,123,,1854,10226,19734
81,26,39608,Private not-for-profit,City: Large,3226,2602,624,14,7,60,10,11,76,,,,66,94587,581,712,655,1996,2563,663
,,1386,Public,Suburb: Midsize,15718,15718,0,6,7,50,29,23,69,2812,0,132,26,,775,122,,1854,5771,9947
80,58,24030,Private for-profit,City: Large,990,990,0,5,7,10,24,4,63,,,,61,,225,185,165,1746,753,237
,,1142,Public,City: Small,6076,6076,0,14,5,44,28,20,75,873,0,5,34,,381,192,,1854,2122,3954
,,,Private for-profit,Suburb: Large,954,954,0,8,9,19,39,20,81,,,,74,,101,,,,913,41
,,13016,Private not-for-profit,City: Large,17097,7877,9220,8,9,26,37,19,57,,,,42,117326,1635,268,,1648,8389,8708
,,,Public,Suburb: Midsize,2704,0,2704,8,6,6,66,,,,,,,128856,908,2188,,,1390,1314
99,49,26463,Private for-profit,City: Large,554,436,118,7,3,28,26,8,72,,,,39,77621,113,335,,2940,502,52
,,,Private for-profit,City: Large,134,134,0,3,9,50,37,15,86,,,,76,,10,,,,91,43
,,,Private for-profit,City: Midsize,177,177,0,10,8,40,31,15,17,,,,59,,19,,,,177,0
,,,Public,City: Large,,,,,,,,,,,,,,,91,,,,,
,,,Private for-profit,Suburb: Large,302,302,0,2,5,75,8,31,79,,,,69,,21,,,,302,0
68,96,,Private for-profit,Suburb: Large,635,635,0,7,3,74,5,33,79,,,,69,,29,,,,635,0
,,,Private for-profit,City: Midsize,166,166,0,3,4,50,1,18,66,,,,61,,16,,,,166,0
94,10,34196,Private not-for-profit,Suburb: Large,1605,924,681,11,5,35,29,12,68,142,26,1,48,90516,241,506,430,1900,881,724
42,20,52838,Private not-for-profit,City: Large,1972,1972,0,14,5,14,50,9,91,240,286,38,84,133490,714,1299,1637,1230,1952,20
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,91,,,,,,,
,,1162,Public,Suburb: Large,9273,9273,0,43,4,24,16,24,85,1027,0,103,41,,449,127,,1972,3446,5827
,,1186,Public,City: Midsize,22156,22156,0,21,2,35,32,30,74,3494,79,501,39,,820,128,,1854,8375,13781
91,17,45620,Private not-for-profit,City: Large,1115,1062,53,23,5,4,28,7,80,,,,55,78999,397,499,230,1400,1087,28
,,1388,Public,City: Midsize,7451,7451,0,5,2,74,15,31,69,1236,3,0,24,,270,99,,1791,2105,5346
28,43,31800,Private not-for-profit,Suburb: Large,1373,868,505,7,6,22,43,13,72,,,,48,60101,197,430,483,1854,876,497
88,57,,Private for-profit,City: Large,581,581,0,14,12,47,17,21,74,,,,75,,66,,,,581,0
,,,Private not-for-profit,Rural: Fringe,1074,125,949,11,4,13,46,15,,,,,,160660,129,586,,,875,199
,,,Private not-for-profit,City: Midsize,1100,467,633,5,13,51,20,2,,,,,,,245,316,,,52,1048
,,,Private not-for-profit,City: Midsize,110,0,110,7,14,6,45,,,,,,,78780,43,4971,95,,65,45
,,16005,Private not-for-profit,City: Large,56,8,48,2,0,0,0,5,100,,,,0,31500,31,,,1800,56,0
50,21,29469,Private not-for-profit,Rural: Fringe,1229,1226,3,18,7,25,22,13,68,170,29,5,52,61918,232,802,1200,1854,1080,149
65,11,46346,Private not-for-profit,City: Large,6255,3548,2707,35,3,17,28,13,85,,,,70,112165,1816,854,2021,1854,5420,835
,,1288,Public,Rural: Distant,4041,4041,0,5,10,41,37,35,61,685,0,5,18,,114,,,1851,476,3565
,,1338,Public,Suburb: Large,23848,23848,0,6,3,43,38,26,71,3540,0,0,29,,963,151,,1854,7190,16658
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,1348,Public,City: Midsize,27324,27324,0,23,4,51,15,26,74,4496,44,307,36,,1018,97,,1854,10422,16902
40,18,51992,Private not-for-profit,Suburb: Large,7710,3604,4106,10,7,12,43,10,90,,,,85,143146,1667,582,2123,1500,5728,1982
,,,Public,City: Large,,,,,,,,,,,,,,,159,,,,,
16,43,52236,Private not-for-profit,Suburb: Large,1074,1074,0,10,6,15,47,11,95,,,,83,134846,291,1698,840,1000,1046,28
,,17235,Private for-profit,City: Large,178,178,0,12,7,26,42,13,,38,0,0,83,,32,,,1402,178,0
76,27,34600,Private not-for-profit,City: Large,4417,3100,1317,6,3,28,51,14,89,462,150,6,74,102648,685,382,1762,1854,3055,1362
8,54,51075,Private not-for-profit,Suburb: Large,1599,1599,0,15,9,16,36,7,98,102,228,81,93,156506,778,1632,1542,1000,1578,21
,,1322,Public,City: Small,4054,4054,0,3,1,75,17,27,69,693,1,0,28,,174,92,,1854,1698,2356
,,,Private for-profit,Suburb: Large,88,88,0,0,0,92,0,20,79,,,,64,,5,,,,88,0
,,1142,Public,City: Large,28083,28083,0,7,1,54,18,36,,4118,4,141,25,,811,145,,1854,5469,22614
,,,Private not-for-profit,City: Small,104,0,104,7,2,8,35,,,,,,,,10,44328,,,104,0
,,,Private for-profit,City: Small,71,71,0,1,3,8,79,18,40,,,,65,,7,,,,71,0
75,20,48072,Private not-for-profit,City: Small,4898,3130,1768,6,5,33,39,12,82,,,,77,107855,863,414,1654,1850,4080,818
,,1182,Public,Rural: Fringe,4399,4399,0,3,4,21,56,16,55,,,,20,,337,98,150,1854,1602,2797
,,,Private for-profit,Suburb: Large,162,162,0,3,10,58,25,18,75,,,,84,,18,,,,140,22
,,,Private for-profit,City: Midsize,79,79,0,1,15,38,42,18,100,,,,75,,7,,,,79,0
,,1360,Public,Suburb: Large,19948,19948,0,6,2,77,7,32,,3135,9,25,20,,613,221,,1746,4406,15542
,,1420,Public,City: Large,20863,20863,0,5,8,63,20,26,71,3707,0,77,28,,707,158,,1854,5826,15037
,,13438,Private for-profit,Suburb: Large,266,92,174,10,30,19,28,5,50,,,,0,,34,471,,1500,88,178
,,,Private for-profit,Suburb: Large,335,335,0,100,0,0,0,24,98,,,,85,,21,,,,298,37
,,,Private not-for-profit,City: Large,162,37,125,40,4,3,13,20,,,,,,37125,27,,,,103,59
,,1104,Public,City: Large,21323,21323,0,20,10,32,26,25,65,3280,0,304,24,,762,192,,1854,5219,16104
,,1328,Public,Suburb: Large,19783,19783,0,10,2,26,52,26,77,2576,0,257,38,,822,127,,1854,5831,13952
,,,Private not-for-profit,City: Large,2141,919,1222,28,6,19,32,10,,,,,,134296,403,412,,,1429,712
,,,Public,City: Large,,,,,,,,,,,,,,,537,,,,,
